id,title,subtitle,price,price_gbp,price_freq,price_pcm_est,bedrooms,bathrooms,property_type,transaction_type,available,archived,address_display,latitude,longitude,phone,phone_digits,agency_company,agency_branch,agency_address,tags,features,photos_count,floorplans_count,description
87268044,"1 bedroom retirement property for rent in Homeheather House, Beehive Lane, Ilford, IG4",1 bedroom retirement property,"£1,295 pcm",1295,pcm,1295,1,1,Retirement Property,RENT,True,False,"Homeheather House, Beehive Lane, Ilford, IG4",51.577771,0.059801,020 7167 6567,02071676567,Resi Property Management Ltd,My Future Living,"First Floor, 2 Tangier Central, Taunton TA1 4AS",,"***Minimum age 60, joint applicant can be 55*** · Security of a long term rental contract · 24 hour Emergency Call system · On-site Manager · Maintained and landscaped gardens · Communal lounge for socialising and relaxing · Pet friendly · Guest suite for visiting friends and family · Door entry system for peace of mind · Lifts to all floors",10,0,"A second floor RETIREMENT apartment with one large bedroom. The property benefits from a bright and airy living/dining room with an archway that that leads through to the kitchen. The fitted kitchen includes spaces for freestanding appliances. The bedroom includes fitted wardrobes and the bathroom includes a white suite with a shower enclosure. · · Homeheather House is ideally situated close to local shops and amenities, lying just off Eastern Avenue, where there is a tube station and also near to the centre of Gants Hill. Redbridge is situated between the capital and the picturesque countryside of Epping and Hainault forests. The London Borough of Redbridge is well served by both road and rail. The centre of London is only half an hour by tube and the A12 and M11 ensure fast links to Cambridge and East Anglia. · · *Please note, furniture/electrical appliances maybe removed prior to a tenancy commencing and will not form part of the tenancy. · · *Service charge and ground rent is paid by the landlord (in most cases the service charge includes water rates). · · My Future Living properties are available on long term rental contracts which give you the peace of mind, knowing you can stay in your home as long as you wish. Speak to one our lettings team for details. · · ·"
165364064,"1 bedroom flat share for rent in London Fulham, London Fulham, SW6",1 bedroom flat share,£650 pcm,650,pcm,650,1,1,Flat Share,RENT,True,False,"London Fulham, London Fulham, SW6",51.470707,-0.185211,020 3322 3265,02033223265,Techbeard Ltd,London,"20 Wenlock Road, London, N1 7GU",,No Agent Fees · Room Only (Shared Flat) · Students Can Enquire · Property Reference Number: 2174254,4,0,"Property Reference: 2174254. · · We are proud to offer this delightful room in a 2 bedroom, 1 bathroom shared flat in a great location. · · Available to move in from 27 August 2025. Property is offered furnished. · · Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! · · Summary · · Room 1 - Single room for 1 person - £650.00 per month (£150.00 per week) · · Deposit / Bond is from £300.00, depending on room · · Minimum tenancy is 6 months · Maximum number of tenants is 1 · · Summary & Exclusions: · - Rent Amount: £650.00 per month (£150.00 per week) · - Deposit / Bond: £300.00 · - 2 Bedroom Property (1 room currently available for rent) · - 1 Bathrooms · - Property comes furnished · - Available to move in from 28 August 2025 · - Minimum tenancy term is 6 months · - Maximum number of tenants is 1 · - DSS enquiries welcome · - Students welcome to enquire · - No Pets, sorry · - No Smokers · - Not Suitable for Families / Children · - Bills not included · - No Parking Available · - No Garden Access · - EPC Rating: EPC Not Required (Shared Accommodation) · · If calling, please quote reference: 2174254 · · Fees: · You will not be charged any admin fees. · · · ** Contact today to book a viewing and have the landlord show you round! ** · Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. ·"
165672458,"1 bedroom apartment for rent in Henry Doulton Drive, London, SW17",1 bedroom apartment,"£1,300 pcm",1300,pcm,1300,1,1,Apartment,RENT,True,False,"Henry Doulton Drive, London, SW17",51.42923,-0.15282,020 3909 7829,02039097829,Rent Revolution,London,"Hello Neighbour, 14th Floor, Apex Tower, New Malden, London, KT3 4LH",,Fully furnished · White goods included · Bright &amp; spacious · Natural light throughout · Desirable location · To book a viewing: submit your enquiry and you'll receive an email and SMS detailing availability - within 10 min,13,1,"Hello Neighbour is delighted to present this bright and spacious 1-bedroom, 1-bathroom flat on Henry Doulton Drive, SW17. · · Beautifully presented and fully furnished, this charming home benefits from an abundance of natural light throughout. The inviting living area offers a comfortable space to relax and unwind, while the well-equipped kitchen comes complete with modern white goods, making daily life convenient and stress-free. · · The generously sized bedroom provides a peaceful retreat, and the contemporary bathroom is finished to a high standard. Set in a desirable location, residents can enjoy close proximity to local amenities, shops, cafés, and excellent transport links, making commuting and exploring the area easy. · · Perfect for a professional or couple seeking a stylish home in a sought-after area. · · Pets: Not permitted · Sharers: Not permitted · Parking: Permit parking applicable"
166264826,"1 bedroom flat for rent in The Vista Building, 30 Calderwood Street, London, SE18 , SE18",1 bedroom flat,"£1,350 pcm",1350,pcm,1350,1,1,Flat,RENT,True,False,"The Vista Building, 30 Calderwood Street, London, SE18",51.490816,0.064239,020 3835 3523,02038353523,hi-residential,South East London,"24 Plumstead Common Road, London, SE18 3TN",,Fifth Floor Flat · One Double Bedroom · Open Plan Lounge/Kitchen · Double Glazed · Electric Storage Heating · Great location for transport links and shopping · 24 hour concierge service · Allocated Parking Space · Within Walking Distance of Elizabeth Line and DLR stations,5,0,"Ideally located within the centre of Woolwich town centre is this lovely one bedroom fifth floor flat. Within a short walk of Woolwich Town Centre for shopping, Elizabeth Line, DLR & main line railway stations with trains into centre London. The property comprises entrance hall, lounge which is open plan to fitted kitchen with white goods, double bedroom and bathroom with shower over bath. An ideal property for the commuter. Parking space and 24 hour concierge service."
165538745,"1 bedroom flat for rent in Park Hill, Bickley, BR1",1 bedroom flat,"£1,250 pcm",1250,pcm,1250,1,1,Flat,RENT,True,False,"Park Hill, Bickley, BR1",51.3953,0.04733,020 3879 1230,02038791230,Countrywide UK Lettings,Bromley-Lettings,"4 High Street, Bromley, BR1 1EA",,ONE DOUBLE BEDROOM · FITTED KITCHEN · CLOSE TO BICKLEY STATION · TILED BATH SUITE · LOWER GROUND FLOOR · UNFURNISHED,5,0,"** Zero Deposit Guarantee Available ** · We are pleased to present this one bedroom lower ground floor conversion apartment to rent within walking distance to Bickley Primary School and station. The property features one large double bedroom, reception room, fully fitted modern kitchen with appliances and a white three piece bathroom suite. · · General Information: · · Bickley is an affluent residential area and electoral ward in the London Borough of Bromley, England. It is a suburban development situated 10.4 miles (16.7 km) south east of Charing Cross. Well known for its large and expensive houses, Bickley boasts being one of the richest areas within London. It is part of the Bromley and Chislehurst Parliament constituency. Although technically in London, it is regarded by locals and Londoners alike as in the county of Kent. · Geography · Bickley lies between Bromley Town to the west, Chislehurst to the north-east and Petts Wood to the south-east, and Sundridge Park to the north. Bickley railway station has regular trains to London Victoria and Kentish Town station via London Blackfriars. However the only local shops are at the junction of The Fairway and Southborough Lane, and at Widmore Green. A medium sized Tesco has recently opened. Many residents also use the nearby Chislehurst railway station which was originally named Chislehurst and Bickley Park, Petts Wood railway station, and Elmstead Woods railway station, as these have services directly into London Bridge station and London Charing Cross. Council Tax Band: Holding Deposit: £288.00"
166215749,"1 bedroom apartment for rent in Victoria Grove, London, N12",1 bedroom apartment,"£1,400 pcm",1400,pcm,1400,1,1,Apartment,RENT,True,False,"Victoria Grove, London, N12",51.616088,-0.172187,020 3910 6512,02039106512,Jayson Russell,Hendon,"20 Parson Street, London, NW4 1QB",,,7,0,"Ground floor 1bed apartment in a great location, near local shops & transport links. Flat benefits from, modern fitted kitchen, bathroom with bathtub, good size bedroom & bright & spacious living room. Offered part-furnished & available from 6th September 2025. · ·"
164820263,"1 bedroom apartment for rent in Devonshire Road, Harrow, HA1",1 bedroom apartment,"£1,400 pcm",1400,pcm,1400,1,1,Apartment,RENT,True,False,"Devonshire Road, Harrow",51.58264,-0.34784,020 3869 5608,02038695608,Woodrow Morris,Harrow-on-the-Hill,"104 High Street, Harrow-on-the-Hill, HA1 3LP",,Two bedroom · New carpets · Newly decorated · Unfurnished · Double glazed · Gas Central Heating · Close to Underground,8,0,"UNFURNISHED first floor flat. Situated on Devonshire Road in Harrow the property is newly decorated to a high standard, and has new carpets and is located only a short walk from Harrow town centre and Harrow on the Hill underground station. · ·"
52083758,"1 bedroom apartment for rent in Bardsley Close, Park Hill, CR0",1 bedroom apartment,"£1,350 pcm",1350,pcm,1350,1,1,Apartment,RENT,True,False,"Bardsley Close, Park Hill",51.37177,-0.08217,020 3892 9692,02038929692,The Property Franchise Group,Croydon,145 Brighton Road South Croydon CR2 6EF,,Park Hill Area · One Bedroom · Second Floor · Unfurnished  · Cul-De-Sac · Recently Modernised  · Separate Kitchen · Modern Bathroom · Built in Wardrobe  · Available Now!,9,0,"Properties in the Park Hill are perennially popular for their close proximity to East Croydon and their leafy suburban setting. · · On the second floor of a low-rise block in a quiet cul de sac location, this 1 bedroom recently updated apartment is sure to go quickly and you should call us now to avoid disappointment. · · The property comprises an entrance hall, large reception room, fitted kitchen, double bedroom and modern bathroom. Externally there are well kept communal areas."
166264433,"1 bedroom apartment for rent in New South Quarter, Croydon, CR0",1 bedroom apartment,"£1,350 pcm",1350,pcm,1350,1,1,Apartment,RENT,True,False,"New South Quarter, Croydon",51.37311,-0.11502,020 3892 9692,02038929692,The Property Franchise Group,Croydon,145 Brighton Road South Croydon CR2 6EF,LET_AGREED,Lovely Modern Apartment · Balcony  with River View · Large Open-Plan Living Space · Fitted Kitchen with Dishwasher · Proper Double Bedroom · Concierge Service · Close to Tramlink · Unfurnished · Call us Now!,9,1,"Forming part of popular the popular New South Quarter development, this lovely apartment overlooking the River Wandle. · The property affords an entrance hall with utility and storage cupboards, an open-plan reception room with doors onto a sunny private balcony, smart fitted kitchen area with dishwasher , a proper double bedroom with built-in wardrobe and a stylish bathroom/wc. Externally, there are well kept communal areas and there is a concierge service based in the entrance lobby of Peebles Court nearby. · · The Tramlink stop at Wandle Park is just a 1 minute walk away, providing easy access to Croydon and Wimbledon town centres with their excellent rail, Overground and Underground connections. There is a large Sainsbury's supermarket close at hand and Croydon's extensive 'out of town' shopping and leisure facilities are all nearby off the Purley Way, which also has regular bus services. · · Don't miss this stunning property - call Martin & Co Croydon now for an appointment to view!"
166214555,"1 bedroom apartment for rent in Vignoles Road, Romford, Essex, RM7",1 bedroom apartment,"£1,000 pcm",1000,pcm,1000,1,1,Apartment,RENT,True,False,"Vignoles Road, Romford, Essex, RM7",51.569427,0.15331,020 3909 6750,02039096750,Ashton Estate Agency Ltd,Chadwell Heath,"1 High Road, Chadwell Heath, Romford, RM6 6PX",,"AVAILABLE FROM 5/9/2025 · EPC Rating D · Council Tax Band TBC · Holding Deposit £230 · Deposit £1,000 · Studio Flat · Communal Parking · Fitted Kitchen · Available 5/9/25",6,0,"A FIRST FLOOR MODERN PUROSE BUILT STUDIO FLAT, SITUATED IN THIS POPULAR DEVELOPMENT OFF CROW LANE. · · *LOUNGE - ARCHWAY TO BEDROOM *BATHROOM *FITTED KITCHEN *ELECTRIC HEATING *COMMUNAL PARKING * PART FURNISHED · · AVAILABLE FROM 5/9/2025 · · EPC Rating D · Council Tax Band TBC · Holding Deposit £230 · Deposit £1,000 · · Studio Flat · Communal Parking · Fitted Kitchen · Available 5/9/25 · ·"
166255784,"1 bedroom flat for rent in Chequers Road, Loughton, IG10",1 bedroom flat,"£1,295 pcm",1295,pcm,1295,1,1,Flat,RENT,True,False,"Chequers Road, Loughton, IG10",51.643258,0.074533,020 8508 2030,02085082030,Woodbury Estates Ltd,Loughton,244 High Road Loughton IG10 1RB,LET_AGREED,One Bedroom First Floor Flat · Double Bedroom with Built-in Wardrobe · 16ft Lounge · Space for Dining Table and Chairs · Balcony with Storage Cupboard · 35ft Rear Garden · Short Walk to Debden Central Line Station; Shops; and Open Playing Fields,13,1,"Set within a short walk of Debden Central Line station and shops lies this impressive one bedroom first floor flat. The property benefits from its own 35ft rear garden and balcony to the rear. Upon entering, the spacious hallway with storage provides access to all rooms - a 16ft lounge with space for dining table; a 12ft kitchen; double bedroom with wardrobe; and bathroom suite. Also located close to Roding Valley Nature Reserve - a vast area filled with open playing fields, perfect for long runs and walks. · Mobile Signal · 4G excellent data and voice"
87269667,"1 bedroom apartment for rent in Percy Road, North Finchley, N12",1 bedroom apartment,"£1,400 pcm",1400,pcm,1400,1,1,Apartment,RENT,True,False,"Percy Road, North Finchley, N12",51.615,-0.179,020 3907 3668,02039073668,Leaders and Romans Group,Finchley Lettings,"336 Regents Park Road, London, N3 2LN",,Ground Floor Flat · Conversion · Spacious · Great Location,8,0,Property Description · · Spacious 1 bedroom conversion flat well located near Woodside Park Station (Northern Line) as well as local amenities. The property benefits from laminate flooring throughout as well as a separate kitchen.
165023327,"1 bedroom apartment for rent in South End, Croydon CR0",1 bedroom apartment,"£1,200 pcm",1200,pcm,1200,1,1,Apartment,RENT,True,False,"South End, Croydon CR0",51.36747,-0.09959,020 3835 6224,02038356224,Countrywide UK Lettings,Croydon,"22 Norfolk House, George Street, Croydon, CR0 1LG",,One Bedroom Apartment · High Spec Throughout · Available 4th September · Balcony · Bosch Kitchen · Ideal for East and South Croydon BR · Unfurnished · Close to Croydon Town Centre · Must See · Lift Access,7,0,"Bairstow eves are delighted to offer to the market this stunning one bedroom apartment to rent. Offered unfurnished, accommodation comprises lounge, open plan to stylish fitted Bosch kitchen, a good size double bedroom, a balcony and a beautiful bathroom. · · Situated in a superb location close to South Croydon’s Restaurant Quarter, Central Cross is just a short walk to both East Croydon and South Croydon Stations. Services to Clapham Junction (9 minutes), London Victoria (16 minutes) and London Bridge (17 minutes), make this development a safe and buzzing central hub for residents to enjoy. · · Central Cross residents will have access to the superb facilities at Green Dragon House, a fellow Inspired development, which includes a Private Residents Lounge, Skyline Roof Gardens (with Table Tennis, BBQs and sheltered seating) · · Croydon offers not only the usual array of high street chains but also a wide range of independent specialist shops. As well as easy access to the famous Purley Way and retail parks which offer an abundance of superstores including furniture, clothing and electronic goods. · · Croydon is also notable for its wide variety of restaurants and bars. Why not opt for one of the many historic pubs, or even a fashionable wine bar. If you are hungry you can choose from restaurants offering English, Spanish, Indian, Thai, Argentinean, Italian or Chinese food. · · Viewing is highly recommended. Available 4th September. · · Tenancy Length -Long term · Council Tax Band - C · EPC Rating - C Council Tax Band: C Holding Deposit: £265.00"
150999386,"1 bedroom flat share for rent in Mile End Road, Stepney, E1",1 bedroom flat share,"£1,061 pcm",1061,pcm,1061,1,1,Flat Share,RENT,True,False,"Mile End Road, Stepney, E1",51.52309,-0.039034,020 3873 8384,02038738384,Look Property Services Ltd,Bow,"349 Roman Road, London, E3 5QR",,,4,0,Large spacious double room with en-suite shower room in modern shared apartment located directly opposite QMW University. Available to Students only. All bills are included along with complimentary WIFI. EPC BAND C
